FILE_NAME,ROUGE-1,ROUGE-2,ROUGE-3,ROUGE-4,ROUGE-L,BLEU-1,BLEU-2,BLEU-3,BLEU-4
ap880217-0175.txt,0.6854460093896715,0.4549763033175355,0.34449760765550236,0.26086956521739135,0.5325776195453878,0.8655844155844156,0.667237793596937,0.522668984897263,0.40568940648390384
ap880318-0051.txt,0.4520547945205479,0.21379310344827587,0.1388888888888889,0.1048951048951049,0.37767645023596214,0.5253634639696586,0.34903151723381487,0.24969585635813865,0.18612864340498025
ap880330-0119.txt,0.5370370370370371,0.3177570093457944,0.25471698113207547,0.21904761904761905,0.3246722942331806,0.6962789791544906,0.5122634036523466,0.40348311118444136,0.3261977358145513
ap880331-0140.txt,0.3890784982935153,0.13745704467353953,0.06920415224913495,0.041811846689895474,0.3271438577082624,0.4588368209057864,0.28181202519319964,0.22810425172807677,0.19596214970628828
ap880409-0015.txt,0.4472573839662447,0.13617021276595745,0.0686695278969957,0.03463203463203463,0.33634157690185806,0.5661988304093567,0.3634924787698184,0.2401842247960717,0.15823093998162396
ap880419-0131.txt,0.4375,0.220125786163522,0.16455696202531647,0.1337579617834395,0.37668369909381605,0.5660806538669134,0.40215492529306957,0.30382566708805303,0.23366567482478035
ap880510-0178.txt,0.5477178423236515,0.27615062761506276,0.18565400843881857,0.14468085106382977,0.37438489510607603,0.6598503074044373,0.4768303654896804,0.366187475442637,0.29055171568574334
ap880517-0226.txt,0.47863247863247865,0.14655172413793102,0.06956521739130435,0.02631578947368421,0.3666186441455487,0.5253164556962026,0.331322845407485,0.2117638705662517,0.13032394986882362
ap880520-0264.txt,0.5296442687747035,0.28685258964143423,0.16867469879518074,0.11336032388663968,0.41552676147704154,0.6604951258854057,0.44980774414629165,0.3036221251912083,0.1930942094520408
ap880601-0040.txt,0.42379182156133827,0.15730337078651685,0.06792452830188679,0.04562737642585551,0.28732175894001527,0.5072368421052632,0.32464971137303567,0.20973200291922775,0.1289393473569579
ap880613-0161.txt,0.4912280701754386,0.2756183745583039,0.2064056939501779,0.17204301075268816,0.35604377370989676,0.6513567338810057,0.47324686691958356,0.3626477189792168,0.2845602932909009
ap880623-0135.txt,0.4551282051282051,0.2129032258064516,0.14285714285714288,0.09803921568627451,0.3508489374873107,0.5412720592040573,0.36235708397368166,0.25184981139462176,0.17187969544788964
ap880629-0159.txt,0.47191011235955055,0.2159090909090909,0.1149425287356322,0.04651162790697674,0.34725234507098035,0.47700522131346257,0.35276611137493985,0.3055746546527095,0.24668073141703245
ap880630-0295.txt,0.34959349593495936,0.10655737704918034,0.08264462809917356,0.06666666666666667,0.28389778810063065,0.4374707807386629,0.27663356241336684,0.180533638941967,0.11187225041794449
ap880705-0006.txt,0.37168141592920356,0.03571428571428572,0.0,0.0,0.24604230429615287,0.6087988666192539,0.5299922112086499,0.4601178028814787,0.3680172368005085
ap880705-0018.txt,0.6559999999999999,0.5241935483870969,0.4796747967479675,0.4426229508196721,0.6179220230432351,0.8238035788597586,0.6704914720891773,0.581146865369466,0.5171457340993236
ap880705-0109.txt,0.5363984674329502,0.33976833976833976,0.27237354085603105,0.24313725490196078,0.48784220727370253,0.6899708697461506,0.5323272935205883,0.43990550162180825,0.3742947078230169
ap880714-0142.txt,0.48559670781893,0.2157676348547718,0.12552301255230122,0.08438818565400844,0.303543779457272,0.5439854656722126,0.35039708689926663,0.23703344764835768,0.1629434427910577
ap880801-0195.txt,0.2990654205607477,0.03134796238244514,0.006309148264984227,0.0,0.20707989285512685,0.5393567655492727,0.4947033109551346,0.4418443779266252,0.3589535770499078
ap880811-0299.txt,0.3478260869565218,0.08754208754208755,0.03389830508474576,0.020477815699658706,0.1880378285201588,0.48927426274669195,0.31420165092693914,0.21005811774109626,0.13804600617708848
ap880816-0234.txt,0.5345622119815668,0.27906976744186046,0.1784037558685446,0.13270142180094785,0.42646274783811966,0.690923317683881,0.49716218201836543,0.3769254316053997,0.2985508217146131
ap880901-0052.txt,0.3228346456692914,0.07142857142857142,0.023999999999999997,0.016129032258064516,0.24985327099005167,0.42073054121246894,0.25316867493040196,0.20887241144334434,0.18188441640044573
ap880902-0062.txt,0.5636363636363635,0.24770642201834864,0.1388888888888889,0.07476635514018692,0.29136062636907417,0.6857559614408929,0.46620077765354395,0.3147869335536974,0.19792698043047355
ap880903-0092.txt,0.43934426229508194,0.2706270627062706,0.21262458471760795,0.1806020066889632,0.37706132468441567,0.6038156288156288,0.43758882456128073,0.33704204230234425,0.26676780361394686
ap880913-0129.txt,0.4059040590405904,0.1338289962825279,0.0599250936329588,0.03773584905660377,0.2935160317703749,0.5001346801346801,0.30580439843352614,0.19250231388825426,0.1170126245117849
